grid_num,col1_type,col1_code,col1_label,col2_type,col2_code,col2_label,col3_type,col3_code,col3_label,row1_type,row1_code,row1_label,row2_type,row2_code,row2_label,row3_type,row3_code,row3_label
288,team,ATL,Atlanta Braves,stat,,10+ HR SeasonBatting,stat,,All Star,team,STL,St. Louis Cardinals,team,PHI,Philadelphia Phillies,team,CHC,Chicago Cubs
289,team,CHW,Chicago  White Sox,stat,,100+ RBI SeasonBatting,stat,,100+ Run SeasonBatting,team,DET,Detroit Tigers,team,HOU,Houston Astros,team,BOS,Boston   Red Sox
290,team,SEA,Seattle Mariners,stat,,30+ HR SeasonBatting,stat,,.300+ AVG SeasonBatting,team,OAK, Athletics,team,MIL,Milwaukee Brewers,team,PIT,Pittsburgh Pirates
291,team,LAD,Los Angeles Dodgers,stat,,200+ Wins CareerPitching,stat,,2000+ K CareerPitching,team,SFG,San Francisco Giants,team,SDP,San Diego Padres,team,NYM,New York Mets
292,team,STL,St. Louis Cardinals,stat,,≤ 3.00 ERA Season,stat,,30+ Save SeasonPitching,team,CIN,Cincinnati Reds,team,TOR,Toronto  Blue Jays,team,BAL,Baltimore Orioles
293,stat,,Hall of Fame,stat,,Played Catchermin. 1 game,stat,,2000+ Hits CareerBatting,team,NYY,New York Yankees,team,WSN,Washington Nationals,team,CLE,Cleveland Guardians
294,team,MIN,Minnesota Twins,stat,,Played Left Fieldmin. 1 game,stat,,40+ WAR Career,team,TEX,Texas Rangers,team,ANA,Los Angeles Angels,team,COL,Colorado Rockies
295,team,SEA,Seattle Mariners,stat,,Played Outfieldmin. 1 game,stat,,Only One Team,team,KCR,Kansas City Royals,team,PHI,Philadelphia Phillies,team,CHW,Chicago  White Sox
296,team,TOR,Toronto  Blue Jays,stat,,300+ HR CareerBatting,stat,,Born Outside US 50 States and DC,team,ATL,Atlanta Braves,team,SFG,San Francisco Giants,team,TBD,Tampa Bay Rays
297,team,MIL,Milwaukee Brewers,stat,,Played Third Basemin. 1 game,stat,,6+ WAR Season,team,CHC,Chicago Cubs,team,BOS,Boston   Red Sox,team,HOU,Houston Astros
298,team,NYY,New York Yankees,team,STL,St. Louis Cardinals,stat,,MVP,team,PIT,Pittsburgh Pirates,team,OAK, Athletics,stat,,Rookie of the Year
299,team,MIN,Minnesota Twins,team,CLE,Cleveland Guardians,stat,,Played Center Fieldmin. 1 game,team,DET,Detroit Tigers,team,NYM,New York Mets,stat,,Played Shortstopmin. 1 game
300,team,CHW,Chicago  White Sox,stat,,First Round Draft Pick,stat,,.300+ AVG SeasonBatting,team,TOR,Toronto  Blue Jays,stat,,Hall of Fame,stat,,All Star
301,team,CHC,Chicago Cubs,stat,,40+ HR SeasonBatting,stat,,200+ Hits SeasonBatting,team,LAD,Los Angeles Dodgers,team,BAL,Baltimore Orioles,team,CIN,Cincinnati Reds
302,team,WSN,Washington Nationals,stat,,Played First Basemin. 1 game,stat,,10+ Win SeasonPitching,team,ANA,Los Angeles Angels,team,SDP,San Diego Padres,team,NYY,New York Yankees
303,team,TEX,Texas Rangers,stat,,100+ RBI SeasonBatting,stat,,30+ SB Season,team,CLE,Cleveland Guardians,team,KCR,Kansas City Royals,team,ATL,Atlanta Braves
304,team,OAK, Athletics,stat,,Gold Glove,stat,,Silver Slugger,team,PIT,Pittsburgh Pirates,team,PHI,Philadelphia Phillies,team,DET,Detroit Tigers
305,stat,,Pitchedmin. 1 game,stat,,Played Catchermin. 1 game,stat,,Played Shortstopmin. 1 game,stat,,Played In Major Negro Lgs,team,SFG,San Francisco Giants,team,STL,St. Louis Cardinals
306,team,MIN,Minnesota Twins,team,NYM,New York Mets,stat,,2000+ K CareerPitching,team,BOS,Boston   Red Sox,team,SEA,Seattle Mariners,team,HOU,Houston Astros
307,stat,,2000+ Hits CareerBatting,stat,,Played Second Basemin. 1 game,stat,,100+ Run SeasonBatting,team,MIL,Milwaukee Brewers,team,CHW,Chicago  White Sox,team,BAL,Baltimore Orioles
308,team,OAK, Athletics,stat,,≤ 3.00 ERA Season,stat,,Threw a No‑Hitter,team,LAD,Los Angeles Dodgers,team,CHC,Chicago Cubs,stat,,Cy Young
309,team,SDP,San Diego Padres,stat,,30+ Save SeasonPitching,stat,,20+ Win SeasonPitching,team,ANA,Los Angeles Angels,team,NYY,New York Yankees,team,ATL,Atlanta Braves
310,team,WSN,Washington Nationals,stat,,Played Right Fieldmin. 1 game,stat,,Only One Team,team,TEX,Texas Rangers,team,STL,St. Louis Cardinals,team,SEA,Seattle Mariners
311,team,CIN,Cincinnati Reds,stat,,6+ WAR Season,stat,,30+ HR SeasonBatting,team,FLA,Miami Marlins,team,KCR,Kansas City Royals,team,CLE,Cleveland Guardians
312,stat,,.300+ AVG SeasonBatting,stat,,10+ HR SeasonBatting,stat,,10+ Win SeasonPitching,stat,,Played In Major Negro Lgs,team,LAD,Los Angeles Dodgers,team,BAL,Baltimore Orioles
313,team,PHI,Philadelphia Phillies,team,MIL,Milwaukee Brewers,stat,,Played Left Fieldmin. 1 game,team,PIT,Pittsburgh Pirates,team,TOR,Toronto  Blue Jays,team,DET,Detroit Tigers
314,team,STL,St. Louis Cardinals,stat,,200+ K SeasonPitching,stat,,40+ WAR Career,team,CHC,Chicago Cubs,stat,,Born Outside US 50 States and DC,stat,,200+ Wins CareerPitching
315,team,OAK, Athletics,stat,,Played Outfieldmin. 1 game,stat,,First Round Draft Pick,team,SFG,San Francisco Giants,team,BOS,Boston   Red Sox,team,ARI,Arizona Diamondbacks
316,team,NYY,New York Yankees,stat,,Played Third Basemin. 1 game,stat,,Played Second Basemin. 1 game,team,CLE,Cleveland Guardians,team,COL,Colorado Rockies,team,NYM,New York Mets
317,team,TBD,Tampa Bay Rays,team,PHI,Philadelphia Phillies,stat,,Silver Slugger,team,SDP,San Diego Padres,team,HOU,Houston Astros,team,TEX,Texas Rangers
318,team,LAD,Los Angeles Dodgers,stat,,Gold Glove,stat,,6+ WAR Season,team,BAL,Baltimore Orioles,team,WSN,Washington Nationals,team,TOR,Toronto  Blue Jays
319,stat,,Hall of Fame,stat,,All Star,stat,,≤ 3.00 ERA Season,stat,,Played In Major Negro Lgs,team,PIT,Pittsburgh Pirates,team,NYM,New York Mets
320,team,BOS,Boston   Red Sox,team,DET,Detroit Tigers,stat,,Played Left Fieldmin. 1 game,team,FLA,Miami Marlins,team,ATL,Atlanta Braves,stat,,30+ SB Season
321,stat,,2000+ Hits CareerBatting,stat,,Rookie of the Year,stat,,200+ Hits SeasonBatting,team,SFG,San Francisco Giants,stat,,100+ Run SeasonBatting,stat,,300+ HR CareerBatting
322,team,PHI,Philadelphia Phillies,stat,,2000+ K CareerPitching,stat,,200+ K SeasonPitching,team,MIN,Minnesota Twins,team,CHW,Chicago  White Sox,team,ANA,Los Angeles Angels
323,stat,,Played First Basemin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Born Outside US 50 States and DC,team,CLE,Cleveland Guardians,team,KCR,Kansas City Royals,team,CHC,Chicago Cubs
324,team,BOS,Boston   Red Sox,team,MIL,Milwaukee Brewers,stat,,First Round Draft Pick,team,NYY,New York Yankees,team,TEX,Texas Rangers,team,LAD,Los Angeles Dodgers
325,team,SDP,San Diego Padres,stat,,30+ HR SeasonBatting,stat,,Played Second Basemin. 1 game,team,CIN,Cincinnati Reds,team,STL,St. Louis Cardinals,team,SEA,Seattle Mariners
326,stat,,Played First Basemin. 1 game,stat,,Played Third Basemin. 1 game,stat,,Played Outfieldmin. 1 game,stat,,Played In Major Negro Lgs,team,BAL,Baltimore Orioles,team,OAK, Athletics
327,team,PIT,Pittsburgh Pirates,stat,,200+ Wins CareerPitching,stat,,100+ RBI SeasonBatting,team,WSN,Washington Nationals,team,TOR,Toronto  Blue Jays,team,ANA,Los Angeles Angels
328,stat,,Only One Team,stat,,.300+ AVG CareerBatting,stat,,40+ WAR Career,stat,,All Star,stat,,Played Catchermin. 1 game,stat,,Played Shortstopmin. 1 game
329,team,HOU,Houston Astros,team,KCR,Kansas City Royals,team,BOS,Boston   Red Sox,team,CHC,Chicago Cubs,team,CLE,Cleveland Guardians,team,SFG,San Francisco Giants
330,team,ATL,Atlanta Braves,stat,,300+ HR CareerBatting,stat,,100+ Run SeasonBatting,team,MIN,Minnesota Twins,team,CIN,Cincinnati Reds,team,COL,Colorado Rockies
331,team,CHW,Chicago  White Sox,team,TEX,Texas Rangers,stat,,2000+ K CareerPitching,team,ARI,Arizona Diamondbacks,team,STL,St. Louis Cardinals,team,NYY,New York Yankees
332,team,ANA,Los Angeles Angels,team,NYM,New York Mets,stat,,Hall of Fame,team,OAK, Athletics,team,DET,Detroit Tigers,team,BAL,Baltimore Orioles
333,team,LAD,Los Angeles Dodgers,team,CLE,Cleveland Guardians,stat,,Born Outside US 50 States and DC,stat,,Played In Major Negro Lgs,team,PIT,Pittsburgh Pirates,stat,,All Star
334,team,MIL,Milwaukee Brewers,team,BOS,Boston   Red Sox,stat,,.300+ AVG SeasonBatting,team,PHI,Philadelphia Phillies,team,SDP,San Diego Padres,stat,,Played Right Fieldmin. 1 game
335,stat,,30+ HR /30+ SB SeasonBatting,stat,,Pitchedmin. 1 game,stat,,Cy Young,stat,,MVP,stat,,Rookie of the Year,stat,,6+ WAR Season
336,team,CHC,Chicago Cubs,stat,,≤ 3.00 ERA Season,stat,,Played Left Fieldmin. 1 game,team,SFG,San Francisco Giants,team,TBD,Tampa Bay Rays,team,NYY,New York Yankees
337,team,FLA,Miami Marlins,stat,,Played Catchermin. 1 game,stat,,2000+ Hits CareerBatting,team,TEX,Texas Rangers,team,TOR,Toronto  Blue Jays,team,ATL,Atlanta Braves
338,team,CHW,Chicago  White Sox,team,WSN,Washington Nationals,stat,,40+ WAR Career,team,MIN,Minnesota Twins,team,BAL,Baltimore Orioles,team,OAK, Athletics
339,team,DET,Detroit Tigers,stat,,Played Third Basemin. 1 game,stat,,100+ RBI SeasonBatting,team,LAD,Los Angeles Dodgers,team,SDP,San Diego Padres,team,PIT,Pittsburgh Pirates
340,team,SEA,Seattle Mariners,team,KCR,Kansas City Royals,stat,,Played Shortstopmin. 1 game,team,NYY,New York Yankees,team,BOS,Boston   Red Sox,stat,,First Round Draft Pick
341,team,CHC,Chicago Cubs,stat,,3000+ K CareerPitching,stat,,.300+ AVG SeasonBatting,team,CLE,Cleveland Guardians,team,NYM,New York Mets,team,TEX,Texas Rangers
342,team,COL,Colorado Rockies,stat,,Gold Glove,stat,,30+ SB Season,team,ANA,Los Angeles Angels,stat,,200+ Hits SeasonBatting,stat,,40+ HR SeasonBatting
343,team,WSN,Washington Nationals,team,SFG,San Francisco Giants,stat,,≤ 3.00 ERA Season,team,PHI,Philadelphia Phillies,team,DET,Detroit Tigers,team,TOR,Toronto  Blue Jays
344,team,CIN,Cincinnati Reds,team,BAL,Baltimore Orioles,stat,,300+ HR CareerBatting,team,SFG,San Francisco Giants,team,HOU,Houston Astros,stat,,Played Center Fieldmin. 1 game
345,team,OAK, Athletics,stat,,Played Outfieldmin. 1 game,stat,,200+ Wins CareerPitching,team,MIN,Minnesota Twins,team,TEX,Texas Rangers,team,CLE,Cleveland Guardians
346,team,STL,St. Louis Cardinals,stat,,Only One Team,stat,,Hall of Fame,team,MIL,Milwaukee Brewers,team,BOS,Boston   Red Sox,team,NYY,New York Yankees
347,team,KCR,Kansas City Royals,team,ARI,Arizona Diamondbacks,stat,,100+ Run SeasonBatting,team,ATL,Atlanta Braves,team,SDP,San Diego Padres,stat,,Played Left Fieldmin. 1 game
348,team,WSN,Washington Nationals,team,ANA,Los Angeles Angels,stat,,Silver Slugger,team,CHW,Chicago  White Sox,team,SFG,San Francisco Giants,stat,,All Star
349,team,TEX,Texas Rangers,stat,,Played Shortstopmin. 1 game,stat,,30+ HR SeasonBatting,team,NYM,New York Mets,stat,,Played Second Basemin. 1 game,stat,,30+ SB Season
350,team,HOU,Houston Astros,team,MIN,Minnesota Twins,team,SEA,Seattle Mariners,team,LAD,Los Angeles Dodgers,team,PIT,Pittsburgh Pirates,team,STL,St. Louis Cardinals
351,team,BOS,Boston   Red Sox,team,OAK, Athletics,stat,,Played Right Fieldmin. 1 game,team,TBD,Tampa Bay Rays,team,CIN,Cincinnati Reds,stat,,2000+ Hits CareerBatting
352,team,CHC,Chicago Cubs,stat,,200+ K SeasonPitching,stat,,30+ Save SeasonPitching,team,DET,Detroit Tigers,team,TOR,Toronto  Blue Jays,team,PHI,Philadelphia Phillies
353,team,MIL,Milwaukee Brewers,team,FLA,Miami Marlins,stat,,300+ HR CareerBatting,team,ANA,Los Angeles Angels,team,KCR,Kansas City Royals,stat,,Played First Basemin. 1 game
354,team,CLE,Cleveland Guardians,team,CHW,Chicago  White Sox,stat,,6+ WAR Season,team,LAD,Los Angeles Dodgers,team,SFG,San Francisco Giants,stat,,20+ Win SeasonPitching
355,team,HOU,Houston Astros,team,COL,Colorado Rockies,stat,,Threw a No‑Hitter,team,BOS,Boston   Red Sox,team,SEA,Seattle Mariners,stat,,First Round Draft Pick
356,stat,,All Star,stat,,MVP,stat,,Born Outside US 50 States and DC,stat,,Played Catchermin. 1 game,stat,,Played Third Basemin. 1 game,stat,,Played Center Fieldmin. 1 game
357,team,ATL,Atlanta Braves,team,BAL,Baltimore Orioles,stat,,40+ WAR Career,team,PHI,Philadelphia Phillies,team,PIT,Pittsburgh Pirates,team,SDP,San Diego Padres
358,team,LAD,Los Angeles Dodgers,stat,,Gold Glove,stat,,100+ Run SeasonBatting,team,NYY,New York Yankees,team,NYM,New York Mets,team,STL,St. Louis Cardinals
359,team,ANA,Los Angeles Angels,team,CIN,Cincinnati Reds,stat,,Pitchedmin. 1 game,team,TOR,Toronto  Blue Jays,team,MIN,Minnesota Twins,stat,,Hall of Fame
360,team,TEX,Texas Rangers,stat,,Played Left Fieldmin. 1 game,stat,,2000+ K CareerPitching,team,CLE,Cleveland Guardians,team,HOU,Houston Astros,team,WSN,Washington Nationals
361,team,SEA,Seattle Mariners,team,OAK, Athletics,stat,,.300+ AVG SeasonBatting,team,SFG,San Francisco Giants,team,DET,Detroit Tigers,stat,,Played Shortstopmin. 1 game
362,team,ATL,Atlanta Braves,stat,,100+ RBI SeasonBatting,stat,,10+ Win SeasonPitching,team,CHC,Chicago Cubs,team,MIL,Milwaukee Brewers,team,NYM,New York Mets
363,stat,,2000+ Hits CareerBatting,stat,,30+ HR SeasonBatting,stat,,Played Outfieldmin. 1 game,stat,,200+ Hits SeasonBatting,stat,,Rookie of the Year,stat,,Only One Team
364,stat,,Played First Basemin. 1 game,stat,,Played Second Basemin. 1 game,stat,,Played Shortstopmin. 1 game,stat,,Played Catchermin. 1 game,stat,,Played Third Basemin. 1 game,stat,,Played Right Fieldmin. 1 game
365,team,CLE,Cleveland Guardians,team,LAD,Los Angeles Dodgers,stat,,All Star,team,BAL,Baltimore Orioles,team,TOR,Toronto  Blue Jays,team,SDP,San Diego Padres
366,team,ATL,Atlanta Braves,stat,,≤ 3.00 ERA Season,stat,,200+ Wins CareerPitching,team,CHW,Chicago  White Sox,team,STL,St. Louis Cardinals,team,HOU,Houston Astros
367,team,SEA,Seattle Mariners,team,NYM,New York Mets,stat,,Played Shortstopmin. 1 game,team,KCR,Kansas City Royals,team,PHI,Philadelphia Phillies,stat,,Silver Slugger
368,team,TEX,Texas Rangers,stat,,All Star,stat,,300+ HR CareerBatting,team,SEA,Seattle Mariners,team,ATL,Atlanta Braves,team,NYY,New York Yankees
369,team,ANA,Los Angeles Angels,stat,,100+ RBI SeasonBatting,stat,,20+ Win SeasonPitching,team,BOS,Boston   Red Sox,team,OAK, Athletics,team,STL,St. Louis Cardinals
370,stat,,3000+ Hits CareerBatting,stat,,Gold Glove,stat,,.300+ AVG CareerBatting,stat,,Hall of Fame,stat,,6+ WAR Season,stat,,Played Center Fieldmin. 1 game
371,team,CIN,Cincinnati Reds,stat,,.300+ AVG SeasonBatting,stat,,30+ HR SeasonBatting,team,BAL,Baltimore Orioles,team,PIT,Pittsburgh Pirates,team,WSN,Washington Nationals
372,team,ATL,Atlanta Braves,team,ARI,Arizona Diamondbacks,stat,,200+ K SeasonPitching,team,CLE,Cleveland Guardians,team,LAD,Los Angeles Dodgers,team,NYY,New York Yankees
373,team,MIL,Milwaukee Brewers,stat,,Played Third Basemin. 1 game,stat,,Born Outside US 50 States and DC,team,MIN,Minnesota Twins,team,DET,Detroit Tigers,team,CHC,Chicago Cubs
374,team,CHW,Chicago  White Sox,team,NYM,New York Mets,stat,,40+ WAR Career,team,TBD,Tampa Bay Rays,team,HOU,Houston Astros,stat,,Pitchedmin. 1 game
375,team,PIT,Pittsburgh Pirates,team,TEX,Texas Rangers,stat,,Only One Team,team,SFG,San Francisco Giants,team,SDP,San Diego Padres,stat,,2000+ K CareerPitching
376,team,PHI,Philadelphia Phillies,team,TOR,Toronto  Blue Jays,stat,,100+ Run SeasonBatting,team,KCR,Kansas City Royals,stat,,Played Second Basemin. 1 game,stat,,Silver Slugger
377,stat,,10+ Win SeasonPitching,stat,,Hall of Fame,stat,,All Star,stat,,300+ Wins CareerPitching,stat,,300+ Save CareerPitching,stat,,≤ 3.00 ERA CareerPitching
378,team,FLA,Miami Marlins,team,BOS,Boston   Red Sox,stat,,Played Right Fieldmin. 1 game,team,OAK, Athletics,team,NYY,New York Yankees,team,NYM,New York Mets
379,stat,,100+ RBI SeasonBatting,team,STL,St. Louis Cardinals,stat,,Played First Basemin. 1 game,stat,,30+ SB Season,stat,,2000+ Hits CareerBatting,stat,,MVP
380,team,ATL,Atlanta Braves,team,MIL,Milwaukee Brewers,stat,,30+ HR SeasonBatting,team,SFG,San Francisco Giants,team,CIN,Cincinnati Reds,stat,,Played Shortstopmin. 1 game
381,team,CHW,Chicago  White Sox,stat,,First Round Draft Pick,stat,,200+ Hits SeasonBatting,team,TEX,Texas Rangers,team,CLE,Cleveland Guardians,team,PIT,Pittsburgh Pirates
382,team,OAK, Athletics,team,WSN,Washington Nationals,stat,,Born Outside US 50 States and DC,team,COL,Colorado Rockies,team,NYY,New York Yankees,stat,,6+ WAR Season
383,team,BAL,Baltimore Orioles,stat,,.300+ AVG SeasonBatting,stat,,≤ 3.00 ERA Season,team,SEA,Seattle Mariners,team,MIN,Minnesota Twins,team,ANA,Los Angeles Angels
384,stat,,Played Second Basemin. 1 game,stat,,200+ Wins CareerPitching,stat,,Played Outfieldmin. 1 game,team,DET,Detroit Tigers,team,LAD,Los Angeles Dodgers,stat,,Gold Glove
385,team,PIT,Pittsburgh Pirates,stat,,2000+ K CareerPitching,stat,,Threw a No‑Hitter,team,CHC,Chicago Cubs,team,PHI,Philadelphia Phillies,stat,,20+ Win SeasonPitching
386,team,TOR,Toronto  Blue Jays,team,ARI,Arizona Diamondbacks,stat,,Played Catchermin. 1 game,team,OAK, Athletics,team,BOS,Boston   Red Sox,team,STL,St. Louis Cardinals
387,team,KCR,Kansas City Royals,stat,,100+ RBI SeasonBatting,stat,,30+ SB Season,team,CIN,Cincinnati Reds,team,TBD,Tampa Bay Rays,team,CHW,Chicago  White Sox
388,team,CLE,Cleveland Guardians,team,WSN,Washington Nationals,stat,,300+ HR CareerBatting,team,NYM,New York Mets,team,MIL,Milwaukee Brewers,stat,,Only One Team
389,team,NYY,New York Yankees,team,SFG,San Francisco Giants,stat,,Played Center Fieldmin. 1 game,team,HOU,Houston Astros,team,SDP,San Diego Padres,stat,,40+ WAR Career
390,team,SEA,Seattle Mariners,team,BAL,Baltimore Orioles,stat,,≤ 3.00 ERA Season,team,ATL,Atlanta Braves,team,FLA,Miami Marlins,stat,,Rookie of the Year
391,stat,,All Star,stat,,Hall of Fame,stat,,40+ HR SeasonBatting,stat,,2000+ Hits CareerBatting,stat,,Born Outside US 50 States and DC,stat,,Played First Basemin. 1 game
392,team,CLE,Cleveland Guardians,team,TEX,Texas Rangers,team,PHI,Philadelphia Phillies,team,OAK, Athletics,team,CIN,Cincinnati Reds,team,BOS,Boston   Red Sox
393,stat,,Played Left Fieldmin. 1 game,stat,,Played Center Fieldmin. 1 game,stat,,Played Right Fieldmin. 1 game,team,ANA,Los Angeles Angels,team,CHC,Chicago Cubs,team,MIN,Minnesota Twins
394,team,TOR,Toronto  Blue Jays,stat,,Played Outfieldmin. 1 game,stat,,30+ SB Season,team,MIL,Milwaukee Brewers,team,NYM,New York Mets,team,BAL,Baltimore Orioles
395,team,DET,Detroit Tigers,stat,,6+ WAR Season,stat,,300+ HR CareerBatting,team,STL,St. Louis Cardinals,team,CHW,Chicago  White Sox,stat,,MVP
396,stat,,Hall of Fame,stat,,All Star,stat,,Played In Major Negro Lgs,stat,,10+ HR SeasonBatting,stat,,10+ Win SeasonPitching,stat,,.300+ AVG CareerBatting
397,team,KCR,Kansas City Royals,team,WSN,Washington Nationals,stat,,Gold Glove,team,OAK, Athletics,team,CLE,Cleveland Guardians,stat,,100+ RBI SeasonBatting
398,team,PIT,Pittsburgh Pirates,stat,,40+ WAR Career,stat,,Silver Slugger,team,LAD,Los Angeles Dodgers,stat,,Born Outside US 50 States and DC,stat,,≤ 3.00 ERA Season
399,team,TOR,Toronto  Blue Jays,team,SFG,San Francisco Giants,stat,,30+ HR SeasonBatting,team,NYY,New York Yankees,team,ARI,Arizona Diamondbacks,stat,,Played Third Basemin. 1 game
400,team,CHW,Chicago  White Sox,stat,,Only One Team,stat,,.300+ AVG SeasonBatting,team,BOS,Boston   Red Sox,team,NYM,New York Mets,team,COL,Colorado Rockies
401,team,CHC,Chicago Cubs,stat,,200+ Hits SeasonBatting,stat,,Pitchedmin. 1 game,team,CIN,Cincinnati Reds,team,STL,St. Louis Cardinals,team,OAK, Athletics
402,team,ATL,Atlanta Braves,team,SDP,San Diego Padres,stat,,2000+ Hits CareerBatting,team,ANA,Los Angeles Angels,team,MIN,Minnesota Twins,stat,,Played Second Basemin. 1 game
403,team,PHI,Philadelphia Phillies,stat,,100+ Run SeasonBatting,stat,,All Star,team,HOU,Houston Astros,team,LAD,Los Angeles Dodgers,team,DET,Detroit Tigers
404,team,KCR,Kansas City Royals,stat,,200+ K SeasonPitching,stat,,200+ Wins CareerPitching,team,TEX,Texas Rangers,team,BOS,Boston   Red Sox,team,WSN,Washington Nationals
405,stat,,Played Shortstopmin. 1 game,stat,,500+ HR CareerBatting,stat,,Gold Glove,stat,,MVP,stat,,Played First Basemin. 1 game,stat,,40+ WAR Career
406,team,MIL,Milwaukee Brewers,stat,,Played Left Fieldmin. 1 game,stat,,Hall of Fame,team,SEA,Seattle Mariners,team,BAL,Baltimore Orioles,stat,,Played Catchermin. 1 game
407,team,ANA,Los Angeles Angels,team,LAD,Los Angeles Dodgers,stat,,30+ Save SeasonPitching,team,CLE,Cleveland Guardians,team,NYM,New York Mets,stat,,First Round Draft Pick
408,team,TBD,Tampa Bay Rays,team,CIN,Cincinnati Reds,stat,,Played Outfieldmin. 1 game,team,SDP,San Diego Padres,team,SFG,San Francisco Giants,team,NYY,New York Yankees
409,team,DET,Detroit Tigers,stat,,6+ WAR Season,stat,,10+ Win SeasonPitching,team,BOS,Boston   Red Sox,team,PIT,Pittsburgh Pirates,team,MIN,Minnesota Twins
410,team,CHW,Chicago  White Sox,team,HOU,Houston Astros,stat,,Played Center Fieldmin. 1 game,team,TOR,Toronto  Blue Jays,team,BAL,Baltimore Orioles,stat,,2000+ Hits CareerBatting
411,team,ATL,Atlanta Braves,team,PHI,Philadelphia Phillies,stat,,Silver Slugger,team,FLA,Miami Marlins,team,CHC,Chicago Cubs,stat,,Played Right Fieldmin. 1 game
412,stat,,Cy Young,stat,,Threw a No‑Hitter,stat,,Born Outside US 50 States and DC,stat,,2000+ K CareerPitching,stat,,≤ 3.00 ERA Season,stat,,Gold Glove
413,team,OAK, Athletics,team,SFG,San Francisco Giants,team,WSN,Washington Nationals,team,STL,St. Louis Cardinals,team,LAD,Los Angeles Dodgers,team,SEA,Seattle Mariners
414,team,NYM,New York Mets,team,NYY,New York Yankees,stat,,300+ HR CareerBatting,team,PIT,Pittsburgh Pirates,team,TEX,Texas Rangers,stat,,.300+ AVG CareerBatting
415,team,SDP,San Diego Padres,stat,,40+ WAR Career,stat,,Played Third Basemin. 1 game,team,ATL,Atlanta Braves,team,MIL,Milwaukee Brewers,team,KCR,Kansas City Royals
416,team,BAL,Baltimore Orioles,stat,,30+ SB Season,stat,,100+ RBI SeasonBatting,team,CLE,Cleveland Guardians,team,ARI,Arizona Diamondbacks,team,DET,Detroit Tigers
417,team,COL,Colorado Rockies,stat,,Played Second Basemin. 1 game,stat,,All Star,team,BOS,Boston   Red Sox,team,CIN,Cincinnati Reds,team,ANA,Los Angeles Angels
418,team,CHC,Chicago Cubs,stat,,Played Right Fieldmin. 1 game,stat,,Only One Team,team,TOR,Toronto  Blue Jays,team,CHW,Chicago  White Sox,stat,,MVP
419,stat,,Hall of Fame,team,SFG,San Francisco Giants,stat,,100+ Run SeasonBatting,stat,,Played Center Fieldmin. 1 game,team,MIN,Minnesota Twins,stat,,40+ HR SeasonBatting
420,team,CLE,Cleveland Guardians,stat,,Threw a No‑Hitter,stat,,Played Outfieldmin. 1 game,team,SEA,Seattle Mariners,team,PIT,Pittsburgh Pirates,team,HOU,Houston Astros
421,team,MIL,Milwaukee Brewers,team,WSN,Washington Nationals,stat,,Played First Basemin. 1 game,team,ATL,Atlanta Braves,team,BOS,Boston   Red Sox,stat,,Silver Slugger
422,stat,,.300+ AVG SeasonBatting,stat,,10+ Win SeasonPitching,stat,,Born Outside US 50 States and DC,team,TEX,Texas Rangers,team,PHI,Philadelphia Phillies,team,STL,St. Louis Cardinals
423,stat,,Cy Young,stat,,2000+ K CareerPitching,stat,,Played Left Fieldmin. 1 game,team,LAD,Los Angeles Dodgers,team,OAK, Athletics,team,NYY,New York Yankees
424,team,DET,Detroit Tigers,team,CIN,Cincinnati Reds,stat,,6+ WAR Season,team,NYM,New York Mets,team,ANA,Los Angeles Angels,stat,,Played Shortstopmin. 1 game
425,stat,,Gold Glove,stat,,2000+ Hits CareerBatting,stat,,Pitchedmin. 1 game,team,SDP,San Diego Padres,team,KCR,Kansas City Royals,team,CHC,Chicago Cubs
426,stat,,40+ WAR Career,stat,,.300+ AVG CareerBatting,stat,,300+ HR CareerBatting,stat,,100+ RBI SeasonBatting,stat,,200+ Hits SeasonBatting,stat,,Played Third Basemin. 1 game
427,stat,,Played Second Basemin. 1 game,stat,,Played Right Fieldmin. 1 game,stat,,Hall of Fame,stat,,All Star,stat,,Rookie of the Year,stat,,30+ HR SeasonBatting
428,team,SFG,San Francisco Giants,team,CLE,Cleveland Guardians,stat,,30+ Save SeasonPitching,team,PHI,Philadelphia Phillies,team,TOR,Toronto  Blue Jays,stat,,≤ 3.00 ERA Season
429,team,LAD,Los Angeles Dodgers,stat,,Played Catchermin. 1 game,stat,,First Round Draft Pick,team,BAL,Baltimore Orioles,team,TBD,Tampa Bay Rays,team,MIN,Minnesota Twins
430,team,ANA,Los Angeles Angels,stat,,Born Outside US 50 States and DC,stat,,Only One Team,team,NYY,New York Yankees,team,OAK, Athletics,stat,,100+ Run SeasonBatting
431,stat,,All Star,stat,,Played Shortstopmin. 1 game,stat,,Played Outfieldmin. 1 game,team,CHW,Chicago  White Sox,team,CHC,Chicago Cubs,stat,,Played In Major Negro Lgs
432,team,HOU,Houston Astros,stat,,20+ Win SeasonPitching,stat,,30+ SB Season,team,PIT,Pittsburgh Pirates,team,BOS,Boston   Red Sox,team,ATL,Atlanta Braves
433,stat,,200+ K SeasonPitching,stat,,40+ WAR Career,stat,,200+ Wins CareerPitching,stat,,2000+ K CareerPitching,stat,,MVP,stat,,Threw a No‑Hitter
