playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,WAR
stantmi03,2025,1,NYA,AL,77,249,36,68,8,0,24,66.0,0.0,0.0,29,96.0,3.0,1.0,0.0,1.0,5.0,1.9
starlbu01,2020,1,KCA,AL,35,59,5,10,1,0,1,5.0,0.0,0.0,4,27.0,0.0,0.0,0.0,1.0,0.0,-0.7
stassma01,2020,1,LAA,AL,31,90,12,25,2,0,7,20.0,0.0,0.0,11,21.0,0.0,1.0,0.0,3.0,5.0,1.0
stassma01,2021,1,LAA,AL,87,282,45,68,11,1,13,35.0,0.0,0.0,28,101.0,0.0,8.0,0.0,1.0,8.0,1.8
stassma01,2022,1,LAA,AL,102,333,32,60,12,1,9,30.0,0.0,0.0,38,112.0,0.0,2.0,1.0,1.0,12.0,-0.5
steelju01,2021,1,CHN,NL,20,13,3,2,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
steersp01,2022,1,CIN,NL,28,95,12,20,5,0,2,8.0,0.0,1.0,11,26.0,0.0,2.0,0.0,0.0,2.0,0.1
steersp01,2023,1,CIN,NL,156,582,74,158,37,3,23,86.0,15.0,3.0,68,139.0,0.0,11.0,0.0,4.0,9.0,2.9
steersp01,2024,1,CIN,NL,158,574,74,129,34,4,20,92.0,25.0,3.0,72,137.0,1.0,8.0,0.0,2.0,5.0,1.5
steersp01,2025,1,CIN,NL,146,509,66,121,21,2,21,75.0,7.0,1.0,51,129.0,0.0,5.0,1.0,2.0,12.0,0.7
stefami01,2022,1,LAA,AL,25,61,5,12,2,0,0,0.0,0.0,0.0,5,12.0,0.0,2.0,1.0,0.0,1.0,0.0
stefami01,2023,1,LAA,AL,25,62,5,18,2,1,0,6.0,0.0,1.0,8,8.0,0.0,1.0,0.0,0.0,0.0,0.1
stefami01,2024,1,LAA,AL,40,110,8,24,4,0,0,8.0,0.0,0.0,10,20.0,0.0,3.0,1.0,0.0,5.0,-0.2
stefami01,2025,1,TOR,AL,9,22,1,4,0,0,0,0.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0
stephty01,2020,1,CIN,NL,8,17,4,5,0,0,2,6.0,0.0,0.0,2,9.0,0.0,1.0,0.0,0.0,0.0,0.3
stephty01,2021,1,CIN,NL,132,350,56,100,21,0,10,45.0,0.0,0.0,41,75.0,1.0,6.0,0.0,5.0,11.0,2.0
stephty01,2022,1,CIN,NL,50,166,24,53,9,0,6,35.0,1.0,0.0,12,47.0,0.0,3.0,0.0,2.0,4.0,1.6
stephty01,2023,1,CIN,NL,142,465,59,113,20,2,13,56.0,0.0,1.0,47,135.0,2.0,4.0,0.0,1.0,16.0,0.6
stephty01,2024,1,CIN,NL,138,457,69,118,26,1,19,66.0,1.0,0.0,48,117.0,2.0,8.0,0.0,2.0,9.0,2.4
stephty01,2025,1,CIN,NL,88,299,40,69,18,0,13,50.0,0.0,1.0,37,116.0,1.0,2.0,0.0,4.0,4.0,1.3
stevean01,2020,1,WAS,NL,15,41,11,15,7,1,2,12.0,2.0,0.0,5,11.0,0.0,1.0,0.0,0.0,0.0,0.8
stevean01,2021,1,WAS,NL,109,192,22,44,6,0,5,23.0,1.0,1.0,13,61.0,2.0,5.0,2.0,1.0,3.0,0.1
stevean01,2023,1,MIN,AL,25,37,4,7,1,0,0,1.0,4.0,1.0,2,8.0,0.0,1.0,0.0,0.0,0.0,0.1
steveca01,2022,1,OAK,AL,23,60,5,10,3,0,0,1.0,1.0,1.0,8,23.0,0.0,0.0,2.0,1.0,1.0,-0.2
steveca01,2023,1,SFN,NL,6,9,1,0,0,0,0,0.0,0.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0
steveca01,2024,1,PHI,NL,18,24,2,6,3,0,0,6.0,0.0,0.0,3,4.0,0.0,0.0,0.0,0.0,1.0,-0.1
steveca01,2025,1,PHI,NL,5,8,0,2,0,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,-0.2
stevech02,2025,1,LAA,AL,5,13,1,2,0,0,0,0.0,0.0,1.0,0,7.0,0.0,0.0,1.0,0.0,0.0,-0.2
stewach02,2020,1,DET,AL,36,90,6,15,3,0,3,9.0,0.0,0.0,5,30.0,0.0,2.0,0.0,1.0,2.0,-0.6
stewadj01,2020,1,BAL,AL,31,88,13,17,2,0,7,15.0,0.0,0.0,20,38.0,0.0,2.0,2.0,0.0,0.0,0.5
stewadj01,2021,1,BAL,AL,100,270,39,55,10,0,12,33.0,0.0,0.0,44,89.0,1.0,4.0,0.0,0.0,3.0,-0.3
stewadj01,2022,1,BAL,AL,3,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,-0.1
stewadj01,2023,1,NYN,NL,58,160,21,39,9,0,11,26.0,1.0,1.0,15,56.0,0.0,7.0,1.0,1.0,3.0,0.4
stewadj01,2024,1,NYN,NL,74,158,16,28,4,0,5,19.0,1.0,0.0,31,48.0,0.0,4.0,0.0,1.0,5.0,-0.8
stewako01,2021,1,CHN,NL,4,3,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stewasa02,2025,1,CIN,NL,18,55,11,14,1,0,5,8.0,0.0,0.0,3,15.0,0.0,0.0,0.0,0.0,1.0,0.5
stockro01,2021,1,CHN,NL,1,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stockro01,2021,2,NYN,NL,2,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stoketr01,2021,1,PIT,NL,8,18,2,2,1,0,0,2.0,1.0,0.0,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0
storytr01,2020,1,COL,NL,59,235,41,68,13,4,11,28.0,15.0,3.0,24,63.0,1.0,0.0,0.0,0.0,5.0,2.5
storytr01,2021,1,COL,NL,142,526,88,132,34,5,24,75.0,20.0,6.0,53,139.0,2.0,11.0,0.0,5.0,7.0,4.3
storytr01,2022,1,BOS,AL,94,357,53,85,22,0,16,66.0,13.0,0.0,32,122.0,4.0,3.0,0.0,4.0,9.0,2.5
storytr01,2023,1,BOS,AL,43,158,12,32,9,0,3,14.0,10.0,3.0,9,55.0,0.0,1.0,0.0,0.0,2.0,0.8
storytr01,2024,1,BOS,AL,26,94,8,24,7,0,2,10.0,6.0,3.0,11,33.0,2.0,1.0,0.0,0.0,2.0,0.8
storytr01,2025,1,BOS,AL,157,612,91,161,29,0,25,96.0,31.0,1.0,33,176.0,1.0,7.0,1.0,1.0,3.0,3.8
stottbr01,2022,1,PHI,NL,127,427,58,100,19,2,10,49.0,12.0,4.0,36,89.0,0.0,1.0,1.0,1.0,3.0,1.2
stottbr01,2023,1,PHI,NL,151,585,78,164,32,2,15,62.0,31.0,3.0,39,100.0,1.0,7.0,1.0,8.0,10.0,4.3
stottbr01,2024,1,PHI,NL,148,506,65,124,19,2,11,57.0,32.0,3.0,53,93.0,1.0,3.0,0.0,9.0,9.0,2.3
stottbr01,2025,1,PHI,NL,147,499,66,128,22,3,13,66.0,24.0,5.0,54,91.0,1.0,1.0,2.0,4.0,4.0,2.2
stoweky01,2022,1,BAL,AL,34,91,11,23,4,1,3,11.0,0.0,0.0,5,29.0,0.0,2.0,0.0,0.0,3.0,-0.1
stoweky01,2023,1,BAL,AL,14,30,1,2,0,0,0,0.0,0.0,0.0,3,12.0,0.0,0.0,0.0,0.0,1.0,-0.3
stoweky01,2024,1,BAL,AL,19,36,3,11,4,0,1,9.0,0.0,1.0,0,13.0,0.0,0.0,0.0,1.0,0.0,0.2
stoweky01,2024,2,MIA,NL,50,156,12,29,7,2,2,15.0,0.0,0.0,13,61.0,0.0,3.0,0.0,0.0,2.0,-0.6
stoweky01,2025,1,MIA,NL,117,399,61,115,21,3,25,73.0,5.0,1.0,48,125.0,3.0,5.0,1.0,4.0,6.0,3.6
strasst01,2021,1,WAS,NL,5,5,0,1,1,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.1
stratch01,2021,1,PIT,NL,68,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
strawmy01,2020,1,HOU,AL,33,82,8,17,4,0,0,8.0,6.0,2.0,4,22.0,0.0,0.0,0.0,0.0,0.0,-0.5
strawmy01,2021,1,HOU,AL,98,325,44,85,13,1,2,34.0,17.0,5.0,38,71.0,0.0,2.0,1.0,4.0,7.0,1.5
strawmy01,2021,2,CLE,AL,60,239,42,68,16,0,2,14.0,13.0,1.0,29,50.0,0.0,0.0,0.0,0.0,6.0,1.8
strawmy01,2022,1,CLE,AL,152,535,72,118,22,3,0,32.0,21.0,1.0,54,87.0,0.0,1.0,2.0,4.0,4.0,2.7
strawmy01,2023,1,CLE,AL,147,462,52,110,18,3,1,29.0,20.0,6.0,42,97.0,0.0,2.0,6.0,6.0,10.0,0.9
strawmy01,2024,1,CLE,AL,7,4,2,1,0,0,0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
strawmy01,2025,1,TOR,AL,137,267,51,70,14,1,4,32.0,12.0,1.0,19,50.0,0.0,1.0,11.0,1.0,5.0,2.9
strichu01,2021,3,MIL,NL,35,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stridsp01,2021,1,ATL,NL,2,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
stripro01,2021,1,TOR,AL,24,5,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0,-0.1
stromma01,2021,1,NYN,NL,33,51,2,5,2,0,0,1.0,1.0,0.0,4,24.0,0.0,0.0,3.0,0.0,0.0,0.3
stubbcj01,2025,1,WAS,NL,1,3,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
stubbga01,2020,1,HOU,AL,14,8,1,1,0,0,0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,1.0,0.0,-0.2
stubbga01,2021,1,HOU,AL,18,34,2,6,2,0,0,3.0,0.0,0.0,2,7.0,0.0,0.0,2.0,0.0,0.0,-0.2
stubbga01,2022,1,PHI,NL,50,106,19,28,4,1,5,16.0,2.0,0.0,14,30.0,0.0,0.0,1.0,0.0,2.0,1.1
stubbga01,2023,1,PHI,NL,41,113,15,23,4,1,1,12.0,2.0,0.0,9,29.0,0.0,2.0,1.0,0.0,0.0,0.1
stubbga01,2024,1,PHI,NL,56,164,18,34,4,1,1,11.0,5.0,0.0,17,50.0,0.0,4.0,0.0,1.0,0.0,0.3
stubbga01,2025,1,PHI,NL,5,1,2,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suareeu01,2020,1,CIN,NL,57,198,29,40,8,0,15,38.0,2.0,0.0,30,67.0,1.0,2.0,0.0,1.0,5.0,0.5
suareeu01,2021,1,CIN,NL,145,505,71,100,23,0,31,79.0,0.0,1.0,56,171.0,0.0,8.0,0.0,5.0,14.0,-0.5
suareeu01,2022,1,SEA,AL,150,543,76,128,24,2,31,87.0,0.0,0.0,73,196.0,0.0,8.0,0.0,5.0,12.0,4.1
suareeu01,2023,1,SEA,AL,162,598,68,139,29,0,22,96.0,2.0,1.0,70,214.0,0.0,15.0,0.0,11.0,10.0,2.4
suareeu01,2024,1,ARI,NL,158,571,90,146,28,2,30,101.0,2.0,1.0,49,176.0,0.0,9.0,0.0,11.0,10.0,3.0
suareeu01,2025,1,ARI,NL,106,387,64,96,19,0,36,87.0,1.0,0.0,29,117.0,1.0,15.0,0.0,6.0,7.0,3.3
suareeu01,2025,2,SEA,AL,53,201,27,38,9,0,13,31.0,3.0,1.0,17,79.0,1.0,1.0,0.0,1.0,4.0,0.3
suarejo01,2021,1,LAA,AL,23,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
suarera01,2021,1,PHI,NL,39,16,2,3,2,0,0,1.0,0.0,0.0,1,5.0,0.0,1.0,5.0,0.0,0.0,0.2
suerowa01,2021,1,WAS,NL,45,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sullibr01,2023,1,SDN,NL,33,81,7,17,3,0,1,6.0,0.0,0.0,4,19.0,0.0,0.0,0.0,1.0,1.0,0.0
sullibr01,2024,1,SDN,NL,7,16,1,3,0,0,1,2.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
sullibr01,2025,1,PIT,NL,3,6,1,1,0,0,0,2.0,0.0,0.0,1,3.0,0.0,1.0,0.0,1.0,0.0,0.0
susacan01,2020,1,PIT,NL,1,2,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suterbr01,2021,1,MIL,NL,61,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,-0.1
suwinja01,2022,1,PIT,NL,106,326,45,66,11,0,19,38.0,4.0,2.0,41,114.0,1.0,4.0,0.0,1.0,5.0,1.3
suwinja01,2023,1,PIT,NL,144,447,63,100,21,2,26,74.0,13.0,2.0,75,172.0,2.0,6.0,0.0,6.0,2.0,2.1
suwinja01,2024,1,PIT,NL,88,247,29,45,8,0,9,26.0,9.0,1.0,27,79.0,2.0,1.0,1.0,1.0,3.0,-1.7
suwinja01,2025,1,PIT,NL,59,150,15,22,7,0,3,10.0,7.0,1.0,24,57.0,1.0,4.0,0.0,0.0,1.0,-0.3
suzukku01,2020,1,WAS,NL,33,111,15,30,8,0,2,17.0,1.0,0.0,11,19.0,0.0,4.0,0.0,3.0,4.0,0.2
suzukku01,2021,1,LAA,AL,72,219,17,49,8,0,6,16.0,0.0,0.0,12,44.0,0.0,11.0,2.0,3.0,7.0,-0.4
suzukku01,2022,1,LAA,AL,51,139,10,25,4,0,4,15.0,0.0,0.0,15,29.0,0.0,2.0,1.0,2.0,3.0,-0.4
suzukse01,2022,1,CHN,NL,111,397,54,104,22,2,14,46.0,9.0,5.0,42,110.0,3.0,4.0,0.0,3.0,8.0,1.8
suzukse01,2023,1,CHN,NL,138,515,75,147,31,6,20,74.0,6.0,7.0,59,130.0,3.0,2.0,0.0,7.0,8.0,3.2
suzukse01,2024,1,CHN,NL,132,512,74,145,27,6,21,73.0,16.0,6.0,63,160.0,3.0,6.0,0.0,4.0,6.0,3.5
suzukse01,2025,1,CHN,NL,151,571,75,140,31,3,32,103.0,5.0,2.0,71,164.0,1.0,1.0,0.0,8.0,13.0,2.6
swaggtr01,2022,1,PIT,NL,5,9,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,-0.2
swansda01,2020,1,ATL,NL,60,237,49,65,15,0,10,35.0,5.0,0.0,22,71.0,0.0,4.0,0.0,1.0,0.0,2.8
swansda01,2021,1,ATL,NL,160,588,78,146,33,2,27,88.0,9.0,3.0,52,167.0,4.0,5.0,1.0,7.0,7.0,2.3
swansda01,2022,1,ATL,NL,162,640,99,177,32,1,25,96.0,18.0,7.0,49,182.0,0.0,3.0,0.0,4.0,12.0,5.5
swansda01,2023,1,CHN,NL,147,565,81,138,25,3,22,80.0,9.0,1.0,66,154.0,0.0,5.0,0.0,2.0,9.0,5.2
swansda01,2024,1,CHN,NL,149,534,82,129,27,2,16,66.0,19.0,3.0,54,144.0,2.0,2.0,0.0,3.0,7.0,4.0
swansda01,2025,1,CHN,NL,159,590,84,144,24,3,24,77.0,20.0,3.0,47,168.0,1.0,2.0,1.0,5.0,9.0,4.5
sweentr01,2024,1,DET,AL,36,110,11,24,5,0,4,17.0,2.0,0.0,7,32.0,0.0,1.0,0.0,1.0,3.0,0.7
sweentr01,2025,1,DET,AL,118,296,36,58,6,2,6,32.0,3.0,1.0,26,92.0,0.0,0.0,0.0,4.0,2.0,-0.8
szaputh01,2021,1,NYN,NL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
taillja01,2021,1,NYA,AL,29,1,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tapiara01,2020,1,COL,NL,51,184,26,59,8,2,1,17.0,8.0,2.0,14,38.0,0.0,2.0,1.0,3.0,3.0,0.8
tapiara01,2021,1,COL,NL,133,487,69,133,26,2,6,50.0,20.0,6.0,40,70.0,2.0,1.0,1.0,4.0,8.0,0.9
tapiara01,2022,1,TOR,AL,128,411,47,109,20,3,7,52.0,8.0,2.0,16,81.0,0.0,0.0,3.0,1.0,12.0,0.5
tapiara01,2023,1,BOS,AL,39,87,14,23,4,1,1,10.0,6.0,1.0,9,19.0,0.0,0.0,0.0,0.0,1.0,0.4
tapiara01,2023,2,MIL,NL,20,52,10,9,0,0,2,3.0,2.0,1.0,6,20.0,0.0,1.0,1.0,1.0,1.0,-0.7
tapiara01,2023,3,TBA,AL,5,9,4,3,0,0,0,0.0,2.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.1
tatisfe02,2020,1,SDN,NL,59,224,50,62,11,2,17,45.0,11.0,3.0,27,61.0,1.0,5.0,0.0,1.0,6.0,2.8
tatisfe02,2021,1,SDN,NL,130,478,99,135,31,0,42,97.0,25.0,4.0,62,153.0,6.0,2.0,0.0,4.0,5.0,6.6
tatisfe02,2023,1,SDN,NL,141,575,91,148,33,1,25,78.0,29.0,4.0,53,141.0,0.0,3.0,1.0,3.0,17.0,5.2
tatisfe02,2024,1,SDN,NL,102,398,64,110,21,1,21,49.0,11.0,3.0,32,96.0,0.0,7.0,0.0,1.0,8.0,2.7
tatisfe02,2025,1,SDN,NL,155,594,111,159,27,2,25,71.0,32.0,7.0,89,129.0,7.0,6.0,0.0,2.0,6.0,5.9
tauchmi01,2020,1,NYA,AL,43,95,18,23,6,0,0,14.0,6.0,0.0,14,26.0,3.0,1.0,0.0,1.0,3.0,0.1
tauchmi01,2021,1,NYA,AL,11,14,1,3,1,0,0,0.0,2.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0,-0.1
tauchmi01,2021,2,SFN,NL,64,152,21,27,4,0,4,15.0,1.0,3.0,22,52.0,0.0,1.0,0.0,0.0,0.0,0.1
tauchmi01,2023,1,CHN,NL,108,337,64,85,18,0,8,48.0,7.0,1.0,56,86.0,1.0,4.0,1.0,3.0,3.0,2.7
tauchmi01,2024,1,CHN,NL,109,298,50,74,12,1,7,29.0,6.0,2.0,47,70.0,0.0,4.0,0.0,1.0,7.0,0.6
tauchmi01,2025,1,CHA,AL,93,335,44,88,17,1,9,40.0,0.0,0.0,45,86.0,0.0,4.0,0.0,1.0,5.0,1.9
taverle01,2020,1,TEX,AL,33,119,20,27,6,1,4,6.0,8.0,0.0,14,43.0,0.0,0.0,1.0,0.0,0.0,1.3
taverle01,2021,1,TEX,AL,49,174,14,28,6,2,3,9.0,10.0,1.0,9,60.0,0.0,1.0,1.0,0.0,3.0,-0.2
taverle01,2022,1,TEX,AL,99,314,39,82,14,2,5,34.0,11.0,5.0,21,88.0,0.0,2.0,1.0,3.0,2.0,0.5
taverle01,2023,1,TEX,AL,143,511,67,136,31,3,14,67.0,14.0,4.0,35,117.0,0.0,1.0,3.0,4.0,3.0,2.9
taverle01,2024,1,TEX,AL,151,480,59,110,17,3,12,44.0,23.0,6.0,42,112.0,0.0,0.0,3.0,4.0,8.0,0.7
taverle01,2025,1,TEX,AL,30,79,7,19,3,1,1,8.0,6.0,1.0,2,23.0,0.0,0.0,1.0,0.0,0.0,0.1
taverle01,2025,2,SEA,AL,28,92,6,16,3,0,2,9.0,3.0,2.0,3,27.0,0.0,0.0,2.0,1.0,0.0,-0.6
tawati01,2025,1,ARI,NL,74,199,29,40,8,0,7,18.0,8.0,2.0,20,64.0,0.0,1.0,2.0,3.0,6.0,0.5
taylobe04,2020,1,CLE,AL,7,21,1,1,0,0,0,2.0,0.0,0.0,2,9.0,0.0,0.0,1.0,0.0,0.0,-0.2
tayloch03,2020,1,LAN,NL,56,185,30,50,10,2,8,32.0,3.0,2.0,26,55.0,0.0,2.0,1.0,0.0,3.0,1.8
tayloch03,2021,1,LAN,NL,148,507,92,129,25,4,20,73.0,13.0,1.0,63,167.0,2.0,8.0,1.0,3.0,5.0,2.5
tayloch03,2022,1,LAN,NL,118,402,45,89,25,3,10,43.0,10.0,1.0,44,160.0,2.0,5.0,0.0,3.0,4.0,0.7
tayloch03,2023,1,LAN,NL,117,338,51,80,15,1,15,56.0,16.0,3.0,41,125.0,2.0,4.0,0.0,1.0,2.0,1.5
tayloch03,2024,1,LAN,NL,87,213,28,43,7,1,4,23.0,5.0,1.0,28,76.0,0.0,2.0,1.0,2.0,5.0,-0.2
tayloch03,2025,1,LAN,NL,28,35,4,7,2,0,0,2.0,0.0,1.0,0,13.0,0.0,0.0,0.0,0.0,1.0,-0.6
tayloch03,2025,2,LAA,AL,30,78,11,14,5,0,2,10.0,2.0,1.0,5,29.0,0.0,6.0,0.0,1.0,0.0,0.0
taylomi02,2020,1,WAS,NL,38,92,11,18,6,0,5,16.0,0.0,0.0,6,27.0,0.0,1.0,0.0,0.0,2.0,-0.4
taylomi02,2021,1,KCA,AL,142,483,58,118,16,1,12,54.0,14.0,7.0,33,144.0,0.0,5.0,2.0,5.0,9.0,3.0
taylomi02,2022,1,KCA,AL,124,414,49,105,10,3,9,43.0,4.0,2.0,35,109.0,0.0,2.0,2.0,3.0,6.0,3.4
taylomi02,2023,1,MIN,AL,129,355,48,78,14,1,21,51.0,13.0,1.0,26,130.0,0.0,3.0,3.0,1.0,7.0,1.9
taylomi02,2024,1,PIT,NL,113,269,35,52,9,1,5,21.0,12.0,1.0,23,105.0,0.0,0.0,4.0,4.0,3.0,0.9
taylomi02,2025,1,CHA,AL,134,295,33,59,20,1,9,35.0,8.0,3.0,23,110.0,1.0,1.0,4.0,2.0,7.0,0.1
taylosa03,2023,1,KCA,AL,31,60,11,12,2,1,0,4.0,8.0,0.0,7,22.0,0.0,0.0,1.0,1.0,1.0,-0.2
taylosa03,2024,1,SEA,AL,3,5,2,2,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.1
taylosa03,2025,1,SEA,AL,4,8,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,-0.1
tayloty01,2020,1,MIL,NL,22,38,6,9,4,0,2,6.0,0.0,0.0,2,8.0,0.0,1.0,0.0,0.0,1.0,0.2
tayloty01,2021,1,MIL,NL,93,243,33,60,9,3,12,43.0,6.0,1.0,20,59.0,1.0,7.0,0.0,1.0,6.0,1.7
tayloty01,2022,1,MIL,NL,120,373,49,87,21,3,17,51.0,3.0,2.0,22,102.0,0.0,7.0,0.0,3.0,11.0,2.2
tayloty01,2023,1,MIL,NL,81,231,36,54,17,1,10,35.0,9.0,0.0,8,55.0,0.0,3.0,0.0,1.0,10.0,0.4
tayloty01,2024,1,NYN,NL,130,319,47,79,22,3,7,35.0,11.0,2.0,19,80.0,1.0,5.0,1.0,1.0,4.0,2.0
tayloty01,2025,1,NYN,NL,113,310,34,69,18,3,2,27.0,12.0,2.0,16,76.0,1.0,9.0,3.0,2.0,4.0,1.0
teelky01,2025,1,CHA,AL,78,253,38,69,11,0,8,35.0,3.0,1.0,37,77.0,0.0,5.0,1.0,1.0,1.0,1.9
tejedan01,2020,1,TEX,AL,23,75,7,19,4,1,3,8.0,4.0,1.0,2,30.0,0.0,0.0,0.0,0.0,2.0,0.4
tejedan01,2021,1,TEX,AL,5,16,1,1,0,0,0,0.0,1.0,0.0,1,10.0,0.0,0.0,0.0,0.0,0.0,-0.2
tellero01,2020,1,TOR,AL,35,113,20,32,5,0,8,23.0,0.0,1.0,11,20.0,1.0,1.0,0.0,2.0,1.0,0.6
tellero01,2021,1,TOR,AL,50,139,12,29,4,1,4,8.0,0.0,0.0,9,33.0,1.0,3.0,0.0,0.0,3.0,-0.7
tellero01,2021,2,MIL,NL,56,158,22,43,10,1,7,28.0,0.0,0.0,14,32.0,3.0,1.0,0.0,1.0,3.0,0.4
tellero01,2022,1,MIL,NL,153,529,67,116,23,0,35,89.0,2.0,1.0,62,121.0,9.0,5.0,0.0,3.0,20.0,0.8
tellero01,2023,1,MIL,NL,106,311,26,67,9,1,13,47.0,0.0,0.0,35,86.0,2.0,0.0,0.0,5.0,11.0,-0.7
tellero01,2024,1,PIT,NL,132,383,38,93,18,0,13,56.0,1.0,0.0,31,89.0,0.0,2.0,0.0,5.0,12.0,-0.3
tellero01,2025,1,SEA,AL,62,173,20,36,6,0,11,27.0,1.0,0.0,8,49.0,0.0,2.0,0.0,2.0,6.0,-0.8
tellero01,2025,2,TEX,AL,50,116,14,30,5,0,6,22.0,0.0,0.0,9,34.0,0.0,1.0,0.0,1.0,3.0,0.4
tenajo01,2023,1,CLE,AL,18,31,2,7,2,0,0,3.0,0.0,0.0,3,13.0,0.0,0.0,0.0,0.0,0.0,-0.3
tenajo01,2024,1,CLE,AL,3,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,-0.1
tenajo01,2024,2,WAS,NL,41,157,14,43,5,0,3,15.0,6.0,1.0,7,39.0,0.0,0.0,0.0,0.0,1.0,0.3
tenajo01,2025,1,WAS,NL,50,152,19,37,13,2,0,16.0,3.0,1.0,15,37.0,0.0,1.0,0.0,1.0,4.0,0.3
teodobr01,2024,1,LAA,AL,5,12,1,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,-0.2
teodobr01,2025,1,LAA,AL,50,138,12,28,7,2,1,7.0,7.0,1.0,5,47.0,0.0,4.0,1.0,2.0,2.0,0.5
terrycu01,2021,1,TEX,AL,13,45,3,4,2,0,0,1.0,0.0,0.0,2,15.0,0.0,1.0,0.0,0.0,0.0,-0.7
thaisma01,2020,1,LAA,AL,8,21,3,3,0,0,1,1.0,0.0,0.0,4,8.0,0.0,0.0,0.0,0.0,1.0,-0.3
thaisma01,2021,1,LAA,AL,3,7,1,1,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,-0.1
thaisma01,2022,1,LAA,AL,29,69,9,15,1,0,2,8.0,1.0,0.0,11,24.0,1.0,0.0,0.0,1.0,2.0,-0.1
thaisma01,2023,1,LAA,AL,95,262,32,56,6,0,9,31.0,2.0,0.0,36,83.0,1.0,6.0,0.0,3.0,4.0,0.4
thaisma01,2024,1,LAA,AL,57,157,14,32,9,0,2,16.0,3.0,0.0,28,58.0,0.0,0.0,0.0,1.0,2.0,0.6
thaisma01,2025,1,CHA,AL,35,85,11,18,4,0,1,8.0,1.0,1.0,23,21.0,0.0,1.0,0.0,1.0,2.0,1.1
thaisma01,2025,2,TBA,AL,25,71,5,16,2,1,0,8.0,0.0,0.0,6,25.0,0.0,2.0,1.0,0.0,0.0,0.1
thameer01,2020,1,WAS,NL,41,123,10,25,5,0,3,12.0,1.0,0.0,14,42.0,1.0,3.0,0.0,0.0,2.0,-0.4
thomaal01,2022,1,ARI,NL,113,381,45,88,17,1,8,39.0,4.0,3.0,22,74.0,0.0,3.0,0.0,5.0,6.0,1.4
thomaal01,2023,1,ARI,NL,125,374,51,86,17,5,9,39.0,9.0,1.0,19,86.0,1.0,4.0,2.0,3.0,5.0,1.0
thomaal01,2024,1,ARI,NL,39,95,13,18,5,1,3,17.0,4.0,1.0,7,17.0,0.0,0.0,1.0,0.0,7.0,0.0
